title,year,genre,public_permission,duration_hr,duration_min,noted_imdb,movie_poster,play_trailer,movie_url
Abre los ojos,1997,Drama,R,1,59,7.7,https://www.imdb.com/title/tt0125659/mediaviewer/rm224091392/?ref_=tt_ov_i,https://www.imdb.com/video/vi2329262617?playlistId=tt0125659&ref_=tt_ov_vi,https://www.imdb.com/title/tt0125659/
Batman: Mask of the Phantasm,1993,Animation,PG,1,16,7.8,https://www.imdb.com/title/tt0106364/mediaviewer/rm1684348160/?ref_=tt_ov_i,https://www.imdb.com/video/vi599327001?playlistId=tt0106364&ref_=tt_ov_vi,https://www.imdb.com/title/tt0106364/
Zwartboek,2006,Drama,R,2,25,7.7,https://www.imdb.com/title/tt0389557/mediaviewer/rm585734400/?ref_=tt_ov_i,https://www.imdb.com/video/vi2595881241?playlistId=tt0389557&ref_=tt_ov_vi,https://www.imdb.com/title/tt0389557/
The Third Man,1949,Film-Noir,Approved,1,44,8.1,https://www.imdb.com/title/tt0041959/mediaviewer/rm3807140864/?ref_=tt_ov_i,https://www.imdb.com/video/vi992655385?playlistId=tt0041959&ref_=tt_ov_vi,https://www.imdb.com/title/tt0041959/
La dolce vita,1960,Comedy,Not Rated,2,54,8.0,https://www.imdb.com/title/tt0053779/mediaviewer/rm1699939328/?ref_=tt_ov_i,https://www.imdb.com/video/vi609599257?playlistId=tt0053779&ref_=tt_ov_vi,https://www.imdb.com/title/tt0053779/
The Wild Bunch,1969,Action,R,2,25,7.9,https://www.imdb.com/title/tt0065214/mediaviewer/rm3873835008/?ref_=tt_ov_i,https://www.imdb.com/video/vi2817703705?playlistId=tt0065214&ref_=tt_ov_vi,https://www.imdb.com/title/tt0065214/
Ray,2004,Biography,PG-13,2,32,7.7,https://www.imdb.com/title/tt0350258/mediaviewer/rm482188544/?ref_=tt_ov_i,https://www.imdb.com/video/vi4293574425?playlistId=tt0350258&ref_=tt_ov_vi,https://www.imdb.com/title/tt0350258/
Taare Zameen Par,2007,Drama,PG,2,45,8.3,https://www.imdb.com/title/tt0986264/mediaviewer/rm2495765504/?ref_=tt_ov_i,https://www.imdb.com/video/vi1834943001?playlistId=tt0986264&ref_=tt_ov_vi,https://www.imdb.com/title/tt0986264/
Invasion of the Body Snatchers,1956,Drama,Approved,1,20,7.7,https://www.imdb.com/title/tt0049366/mediaviewer/rm2244618752/?ref_=tt_ov_i,https://www.imdb.com/video/vi3014131993?playlistId=tt0049366&ref_=tt_ov_vi,https://www.imdb.com/title/tt0049366/
Tenkû no shiro Rapyuta,1986,Animation,PG,2,5,8.0,https://www.imdb.com/title/tt0092067/mediaviewer/rm2748782593/?ref_=tt_ov_i,https://www.imdb.com/video/vi3437035801?playlistId=tt0092067&ref_=tt_ov_vi,https://www.imdb.com/title/tt0092067/
Once,2007,Drama,R,1,26,7.8,https://www.imdb.com/title/tt0907657/mediaviewer/rm2296666112/?ref_=tt_ov_i,https://www.imdb.com/video/vi2275016985?playlistId=tt0907657&ref_=tt_ov_vi,https://www.imdb.com/title/tt0907657/
Fantasia,1940,Animation,G,2,5,7.7,https://www.imdb.com/title/tt0032455/mediaviewer/rm1186985216/?ref_=tt_ov_i,https://www.imdb.com/video/vi3066741017?playlistId=tt0032455&ref_=tt_ov_vi,https://www.imdb.com/title/tt0032455/
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,Animation,TV-MA,1,27,8.0,https://www.imdb.com/title/tt0169858/mediaviewer/rm1560016129/?ref_=tt_ov_i,https://www.imdb.com/video/vi3465200409?playlistId=tt0169858&ref_=tt_ov_vi,https://www.imdb.com/title/tt0169858/
Kaze no tani no Naushika,1984,Animation,,,,8.0,https://www.imdb.com/title/tt0087544/mediaviewer/rm2150611969/?ref_=tt_ov_i,https://www.imdb.com/video/vi3336503577?playlistId=tt0087544&ref_=tt_ov_vi,https://www.imdb.com/title/tt0087544/
Belle de jour,1967,Drama,R,1,40,7.7,https://www.imdb.com/title/tt0061395/mediaviewer/rm3604109824/?ref_=tt_ov_i,https://www.imdb.com/video/vi3795297305?playlistId=tt0061395&ref_=tt_ov_vi,https://www.imdb.com/title/tt0061395/
The Thin Man,1934,Comedy,TV-PG,1,31,7.9,https://www.imdb.com/title/tt0025878/mediaviewer/rm1869889024/?ref_=tt_ov_i,https://www.imdb.com/video/vi1336214809?playlistId=tt0025878&ref_=tt_ov_vi,https://www.imdb.com/title/tt0025878/
Beasts of No Nation,2015,Drama,TV-MA,2,17,7.7,https://www.imdb.com/title/tt1365050/mediaviewer/rm2345463552/?ref_=tt_ov_i,https://www.imdb.com/video/vi2250617625?playlistId=tt1365050&ref_=tt_ov_vi,https://www.imdb.com/title/tt1365050/
Guess Who's Coming to Dinner,1967,Comedy,Approved,1,48,7.8,https://www.imdb.com/title/tt0061735/mediaviewer/rm2114717952/?ref_=tt_ov_i,https://www.imdb.com/video/vi1499989273?playlistId=tt0061735&ref_=tt_ov_vi,https://www.imdb.com/title/tt0061735/
Letters from Iwo Jima,2006,Action,R,2,21,7.9,https://www.imdb.com/title/tt0498380/mediaviewer/rm1664848384/?ref_=tt_ov_i,https://www.imdb.com/video/vi584302873?playlistId=tt0498380&ref_=tt_ov_vi,https://www.imdb.com/title/tt0498380/
Frankenstein,1931,Drama,Passed,1,10,7.8,https://www.imdb.com/title/tt0021884/mediaviewer/rm2546189056/?ref_=tt_ov_i,https://www.imdb.com/video/vi1168638233?playlistId=tt0021884&ref_=tt_ov_vi,https://www.imdb.com/title/tt0021884/
Breaking the Waves,1996,Drama,R,2,39,7.8,https://www.imdb.com/title/tt0115751/mediaviewer/rm2808748032/?ref_=tt_ov_i,https://www.imdb.com/video/vi3837460761?playlistId=tt0115751&ref_=tt_ov_vi,https://www.imdb.com/title/tt0115751/
Waking Life,2001,Animation,R,1,39,7.7,https://www.imdb.com/title/tt0243017/mediaviewer/rm3365810432/?ref_=tt_ov_i,https://www.imdb.com/video/vi2734358809?playlistId=tt0243017&ref_=tt_ov_vi,https://www.imdb.com/title/tt0243017/
Sabrina,1954,Comedy,Passed,1,53,7.6,https://www.imdb.com/title/tt0047437/mediaviewer/rm3396674048/?ref_=tt_ov_i,https://www.imdb.com/video/vi470793753?playlistId=tt0047437&ref_=tt_ov_vi,https://www.imdb.com/title/tt0047437/
"South Park: Bigger, Longer & Uncut",1999,Animation,R,1,21,7.7,https://www.imdb.com/title/tt0158983/mediaviewer/rm1132665088/?ref_=tt_ov_i,https://www.imdb.com/video/vi3882944281?playlistId=tt0158983&ref_=tt_ov_vi,https://www.imdb.com/title/tt0158983/
Secrets & Lies,1996,Comedy,R,2,16,8.0,https://www.imdb.com/title/tt0117589/mediaviewer/rm3422231296/?ref_=tt_ov_i,https://www.imdb.com/video/vi1220739865?playlistId=tt0117589&ref_=tt_ov_vi,https://www.imdb.com/title/tt0117589/
Mimi wo sumaseba,1995,Animation,G,1,51,7.9,https://www.imdb.com/title/tt0113824/mediaviewer/rm3824663809/?ref_=tt_ov_i,https://www.imdb.com/video/vi825015321?playlistId=tt0113824&ref_=tt_ov_vi,https://www.imdb.com/title/tt0113824/
Chugyeokja,2008,Action,Not Rated,2,5,7.8,https://www.imdb.com/title/tt1190539/mediaviewer/rm358387969/?ref_=tt_ov_i,https://www.imdb.com/video/vi1564541721?playlistId=tt1190539&ref_=tt_ov_vi,https://www.imdb.com/title/tt1190539/
The Killing Fields,1984,Biography,R,2,21,7.8,https://www.imdb.com/title/tt0087553/mediaviewer/rm761267200/?ref_=tt_ov_i,https://www.imdb.com/video/vi4294181145?playlistId=tt0087553&ref_=tt_ov_vi,https://www.imdb.com/title/tt0087553/
Judgment at Nuremberg,1961,Drama,Approved,2,59,8.3,https://www.imdb.com/title/tt0055031/mediaviewer/rm3375268864/?ref_=tt_ov_i,https://www.imdb.com/video/vi296224025?playlistId=tt0055031&ref_=tt_ov_vi,https://www.imdb.com/title/tt0055031/
The Day of the Jackal,1973,Crime,PG,2,23,7.8,https://www.imdb.com/title/tt0069947/mediaviewer/rm2634147073/?ref_=tt_ov_i,https://www.imdb.com/video/vi2173370649?playlistId=tt0069947&ref_=tt_ov_vi,https://www.imdb.com/title/tt0069947/
Der Himmel über Berlin,1987,Drama,PG-13,2,8,8.0,https://www.imdb.com/title/tt0093191/mediaviewer/rm3641645825/?ref_=tt_ov_i,https://www.imdb.com/title/tt0093191/,https://www.imdb.com/title/tt0093191/
Rope,1948,Crime,Approved,1,20,7.9,https://www.imdb.com/title/tt0040746/mediaviewer/rm449449472/?ref_=tt_ov_i,https://www.imdb.com/video/vi1025293849?playlistId=tt0040746&ref_=tt_ov_vi,https://www.imdb.com/title/tt0040746/
Rashômon,1950,Crime,Not Rated,1,28,8.2,https://www.imdb.com/title/tt0042876/mediaviewer/rm93502976/?ref_=tt_ov_i,https://www.imdb.com/video/vi240959001?playlistId=tt0042876&ref_=tt_ov_vi,https://www.imdb.com/title/tt0042876/
Andhadhun,2018,Comedy,Not Rated,2,19,8.2,https://www.imdb.com/title/tt8108198/mediaviewer/rm1843230976/?ref_=tt_ov_i,https://www.imdb.com/video/vi3468409369?playlistId=tt8108198&ref_=tt_ov_vi,https://www.imdb.com/title/tt8108198/
The Big Sleep,1946,Crime,Passed,1,54,7.9,https://www.imdb.com/title/tt0038355/mediaviewer/rm23360256/?ref_=tt_ov_i,https://www.imdb.com/video/vi3817406745?playlistId=tt0038355&ref_=tt_ov_vi,https://www.imdb.com/title/tt0038355/
Das weiße Band - Eine deutsche Kindergeschichte,2009,Drama,R,2,24,7.8,https://www.imdb.com/title/tt1149362/mediaviewer/rm2639825152/?ref_=tt_ov_i,https://www.imdb.com/video/vi2136737049?playlistId=tt1149362&ref_=tt_ov_vi,https://www.imdb.com/title/tt1149362/
Soorarai Pottru,2020,Drama,TV-MA,2,33,8.7,https://www.imdb.com/title/tt10189514/mediaviewer/rm2651250177/?ref_=tt_ov_i,https://www.imdb.com/video/vi837402905?playlistId=tt10189514&ref_=tt_ov_vi,https://www.imdb.com/title/tt10189514/
Sardar Udham,2021,Biography,TV-MA,2,44,8.5,https://www.imdb.com/title/tt10280296/mediaviewer/rm1354626561/?ref_=tt_ov_i,https://www.imdb.com/video/vi800047897?playlistId=tt10280296&ref_=tt_ov_vi,https://www.imdb.com/title/tt10280296/
25th Hour,2002,Drama,R,2,15,7.6,https://www.imdb.com/title/tt0307901/mediaviewer/rm2297051392/?ref_=tt_ov_i,https://www.imdb.com/video/vi3350397209?playlistId=tt0307901&ref_=tt_ov_vi,https://www.imdb.com/title/tt0307901/
Bin-jip,2004,Crime,R,1,28,7.9,https://www.imdb.com/title/tt0423866/mediaviewer/rm1708246785/?ref_=tt_ov_i,https://www.imdb.com/title/tt0423866/,https://www.imdb.com/title/tt0423866/
Ajeossi,2010,Action,R,1,59,7.7,https://www.imdb.com/title/tt1527788/mediaviewer/rm1596440576/?ref_=tt_ov_i,https://www.imdb.com/video/vi794204441?playlistId=tt1527788&ref_=tt_ov_vi,https://www.imdb.com/title/tt1527788/
Tengoku to jigoku,1963,Crime,Not Rated,2,23,8.4,https://www.imdb.com/title/tt0057565/mediaviewer/rm794168832/?ref_=tt_ov_i,https://www.imdb.com/video/vi2921184793?playlistId=tt0057565&ref_=tt_ov_vi,https://www.imdb.com/title/tt0057565/
Hannah and Her Sisters,1986,Comedy,PG-13,1,47,7.9,https://www.imdb.com/title/tt0091167/mediaviewer/rm2316921088/?ref_=tt_ov_i,https://www.imdb.com/video/vi4155179289?playlistId=tt0091167&ref_=tt_ov_vi,https://www.imdb.com/title/tt0091167/
Gangs of Wasseypur,2012,Action,Not Rated,5,21,8.2,https://www.imdb.com/title/tt1954470/mediaviewer/rm3981377280/?ref_=tt_ov_i,https://www.imdb.com/video/vi1754775321?playlistId=tt1954470&ref_=tt_ov_vi,https://www.imdb.com/title/tt1954470/
Nashville,1975,Comedy,R,2,40,7.7,https://www.imdb.com/title/tt0073440/mediaviewer/rm1703419648/?ref_=tt_ov_i,https://www.imdb.com/video/vi393262105?playlistId=tt0073440&ref_=tt_ov_vi,https://www.imdb.com/title/tt0073440/
Notorious,1946,Drama,Not Rated,1,42,7.9,https://www.imdb.com/title/tt0038787/mediaviewer/rm1455111168/?ref_=tt_ov_i,https://www.imdb.com/video/vi1851243545?playlistId=tt0038787&ref_=tt_ov_vi,https://www.imdb.com/title/tt0038787/
Festen,1998,Drama,R,1,45,8.1,https://www.imdb.com/title/tt0154420/mediaviewer/rm957467905/?ref_=tt_ov_i,https://www.imdb.com/video/vi1687552281?playlistId=tt0154420&ref_=tt_ov_vi,https://www.imdb.com/title/tt0154420/
Hable con ella,2002,Drama,R,1,52,7.9,https://www.imdb.com/title/tt0287467/mediaviewer/rm2823999489/?ref_=tt_ov_i,https://www.imdb.com/video/vi2123170073?playlistId=tt0287467&ref_=tt_ov_vi,https://www.imdb.com/title/tt0287467/
Bacheha-Ye aseman,1997,Drama,PG,1,29,8.2,https://www.imdb.com/title/tt0118849/mediaviewer/rm3010202112/?ref_=tt_ov_i,https://www.imdb.com/video/vi2901319193?playlistId=tt0118849&ref_=tt_ov_vi,https://www.imdb.com/title/tt0118849/
His Girl Friday,1940,Comedy,Passed,1,32,7.8,https://www.imdb.com/title/tt0032599/mediaviewer/rm2854263297/?ref_=tt_ov_i,https://www.imdb.com/video/vi4108846105?playlistId=tt0032599&ref_=tt_ov_vi,https://www.imdb.com/title/tt0032599/
The Innocents,1961,Horror,Not Rated,1,40,7.8,https://www.imdb.com/title/tt0055018/mediaviewer/rm1082605312/?ref_=tt_ov_i,https://www.imdb.com/video/vi2775099417?playlistId=tt0055018&ref_=tt_ov_vi,https://www.imdb.com/title/tt0055018/
La double vie de Véronique,1991,Drama,R,1,38,7.7,https://www.imdb.com/title/tt0101765/mediaviewer/rm2592448001/?ref_=tt_ov_i,https://www.imdb.com/title/tt0101765/,https://www.imdb.com/title/tt0101765/
Hedwig and the Angry Inch,2001,Comedy,R,1,35,7.7,https://www.imdb.com/title/tt0248845/mediaviewer/rm2256738048/?ref_=tt_ov_i,https://www.imdb.com/video/vi3786146073?playlistId=tt0248845&ref_=tt_ov_vi,https://www.imdb.com/title/tt0248845/
Leviafan,2014,Crime,R,2,20,7.6,https://www.imdb.com/title/tt2802154/mediaviewer/rm3515366912/?ref_=tt_ov_i,https://www.imdb.com/video/vi869838617?playlistId=tt2802154&ref_=tt_ov_vi,https://www.imdb.com/title/tt2802154/
Viskningar och rop,1972,Drama,R,1,31,8.0,https://www.imdb.com/title/tt0069467/mediaviewer/rm2211570689/?ref_=tt_ov_i,https://www.imdb.com/video/vi1415035929?playlistId=tt0069467&ref_=tt_ov_vi,https://www.imdb.com/title/tt0069467/
Le Samouraï,1967,Crime,GP,1,45,8.0,https://www.imdb.com/title/tt0062229/mediaviewer/rm1703427072/?ref_=tt_ov_i,https://www.imdb.com/video/vi626441753?playlistId=tt0062229&ref_=tt_ov_vi,https://www.imdb.com/title/tt0062229/
The Taking of Pelham One Two Three,1974,Action,R,1,44,7.6,https://www.imdb.com/title/tt0072251/mediaviewer/rm3445799680/?ref_=tt_ov_i,https://www.imdb.com/video/vi2318647577?playlistId=tt0072251&ref_=tt_ov_vi,https://www.imdb.com/title/tt0072251/
Tropa de Elite,2007,Action,R,1,55,8.0,https://www.imdb.com/title/tt0861739/mediaviewer/rm305964801/?ref_=tt_ov_i,https://www.imdb.com/video/vi3323330585?playlistId=tt0861739&ref_=tt_ov_vi,https://www.imdb.com/title/tt0861739/
Underground,1995,Comedy,Not Rated,2,50,8.1,https://www.imdb.com/title/tt0114787/mediaviewer/rm1651843072/?ref_=tt_ov_i,https://www.imdb.com/video/vi1188348697?playlistId=tt0114787&ref_=tt_ov_vi,https://www.imdb.com/title/tt0114787/
Song of the Sea,2014,Animation,PG,1,33,8.0,https://www.imdb.com/title/tt1865505/mediaviewer/rm1350432768/?ref_=tt_ov_i,https://www.imdb.com/video/vi3133192729?playlistId=tt1865505&ref_=tt_ov_vi,https://www.imdb.com/title/tt1865505/
Wait Until Dark,1967,Thriller,Not Rated,1,48,7.7,https://www.imdb.com/title/tt0062467/mediaviewer/rm3441920768/?ref_=tt_ov_i,https://www.imdb.com/video/vi3019571481?playlistId=tt0062467&ref_=tt_ov_vi,https://www.imdb.com/title/tt0062467/
"Aguirre, der Zorn Gottes",1972,Action,Not Rated,1,35,7.9,https://www.imdb.com/title/tt0068182/mediaviewer/rm3235716608/?ref_=tt_ov_i,https://www.imdb.com/video/vi4095457305?playlistId=tt0068182&ref_=tt_ov_vi,https://www.imdb.com/title/tt0068182/
Pather Panchali,1955,Drama,Not Rated,2,5,8.3,https://www.imdb.com/title/tt0048473/mediaviewer/rm115402241/?ref_=tt_ov_i,https://www.imdb.com/video/vi3114774553?playlistId=tt0048473&ref_=tt_ov_vi,https://www.imdb.com/title/tt0048473/
Scarface,1932,Action,PG,1,33,7.7,https://www.imdb.com/title/tt0023427/mediaviewer/rm2594838272/?ref_=tt_ov_i,https://www.imdb.com/video/vi2638725401?playlistId=tt0023427&ref_=tt_ov_vi,https://www.imdb.com/title/tt0023427/
Les choristes,2004,Comedy,PG-13,1,37,7.8,https://www.imdb.com/title/tt0372824/mediaviewer/rm1682997249/?ref_=tt_ov_i,https://www.imdb.com/video/vi1708170777?playlistId=tt0372824&ref_=tt_ov_vi,https://www.imdb.com/title/tt0372824/
Diarios de motocicleta,2004,Adventure,R,2,6,7.8,https://www.imdb.com/title/tt0318462/mediaviewer/rm4268689408/?ref_=tt_ov_i,https://www.imdb.com/video/vi1039204633?playlistId=tt0318462&ref_=tt_ov_vi,https://www.imdb.com/title/tt0318462/
City Lights,1931,Comedy,G,1,27,8.5,https://www.imdb.com/title/tt0021749/mediaviewer/rm1133857792/?ref_=tt_ov_i,https://www.imdb.com/title/tt0021749/,https://www.imdb.com/title/tt0021749/
Les parapluies de Cherbourg,1964,Drama,Not Rated,1,31,7.8,https://www.imdb.com/title/tt0058450/mediaviewer/rm3746038528/?ref_=tt_ov_i,https://www.imdb.com/video/vi1544469017?playlistId=tt0058450&ref_=tt_ov_vi,https://www.imdb.com/title/tt0058450/
To Be or Not to Be,1942,Comedy,Passed,1,39,8.2,https://www.imdb.com/title/tt0035446/mediaviewer/rm3433567232/?ref_=tt_ov_i,https://www.imdb.com/video/vi2974139161?playlistId=tt0035446&ref_=tt_ov_vi,https://www.imdb.com/title/tt0035446/
You Can't Take It with You,1938,Comedy,Passed,2,6,7.8,https://www.imdb.com/title/tt0030993/mediaviewer/rm3288348416/?ref_=tt_ov_i,https://www.imdb.com/video/vi3984506393?playlistId=tt0030993&ref_=tt_ov_vi,https://www.imdb.com/title/tt0030993/
Knockin' on Heaven's Door,1997,Action,Not Rated,1,27,7.9,https://www.imdb.com/title/tt0119472/mediaviewer/rm1106766336/?ref_=tt_ov_i,https://www.imdb.com/video/vi4121870873?playlistId=tt0119472&ref_=tt_ov_vi,https://www.imdb.com/title/tt0119472/
The Kid,1921,Comedy,Passed,1,8,8.3,https://www.imdb.com/title/tt0012349/mediaviewer/rm1666648064/?ref_=tt_ov_i,https://www.imdb.com/title/tt0012349/,https://www.imdb.com/title/tt0012349/
"I, Daniel Blake",2016,Drama,R,1,40,7.8,https://www.imdb.com/title/tt5168192/mediaviewer/rm1212744960/?ref_=tt_ov_i,https://www.imdb.com/video/vi2130490905?playlistId=tt5168192&ref_=tt_ov_vi,https://www.imdb.com/title/tt5168192/
The General,1926,Action,Passed,1,7,8.2,https://www.imdb.com/title/tt0017925/mediaviewer/rm2687262464/?ref_=tt_ov_i,https://www.imdb.com/video/vi534623769?playlistId=tt0017925&ref_=tt_ov_vi,https://www.imdb.com/title/tt0017925/
Dersu Uzala,1975,Adventure,G,2,22,8.2,https://www.imdb.com/title/tt0071411/mediaviewer/rm3037925120/?ref_=tt_ov_i,https://www.imdb.com/video/vi3516989721?playlistId=tt0071411&ref_=tt_ov_vi,https://www.imdb.com/title/tt0071411/
The Purple Rose of Cairo,1985,Comedy,PG,1,22,7.7,https://www.imdb.com/title/tt0089853/mediaviewer/rm4177083136/?ref_=tt_ov_i,https://www.imdb.com/video/vi3505520921?playlistId=tt0089853&ref_=tt_ov_vi,https://www.imdb.com/title/tt0089853/
Nostalghia,1983,Drama,Not Rated,2,5,8.0,https://www.imdb.com/title/tt0086022/mediaviewer/rm2183328769/?ref_=tt_ov_i,https://www.imdb.com/video/vi2021835545?playlistId=tt0086022&ref_=tt_ov_vi,https://www.imdb.com/title/tt0086022/
La passion de Jeanne d'Arc,1928,Biography,Passed,1,50,8.2,https://www.imdb.com/title/tt0019254/mediaviewer/rm2372667904/?ref_=tt_ov_i,https://www.imdb.com/video/vi2052570137?playlistId=tt0019254&ref_=tt_ov_vi,https://www.imdb.com/title/tt0019254/
Gegen die Wand,2004,Drama,R,2,1,7.9,https://www.imdb.com/title/tt0347048/mediaviewer/rm1129789696/?ref_=tt_ov_i,https://www.imdb.com/video/vi3815160857?playlistId=tt0347048&ref_=tt_ov_vi,https://www.imdb.com/title/tt0347048/
Arsenic and Old Lace,1943,Comedy,Not Rated,1,58,7.9,https://www.imdb.com/title/tt0036613/mediaviewer/rm3694926080/?ref_=tt_ov_i,https://www.imdb.com/video/vi3783179801?playlistId=tt0036613&ref_=tt_ov_vi,https://www.imdb.com/title/tt0036613/
Offret,1986,Drama,PG,2,29,7.9,https://www.imdb.com/title/tt0091670/mediaviewer/rm1921338624/?ref_=tt_ov_i,https://www.imdb.com/video/vi3957504537?playlistId=tt0091670&ref_=tt_ov_vi,https://www.imdb.com/title/tt0091670/
La battaglia di Algeri,1966,Drama,Not Rated,2,1,8.1,https://www.imdb.com/title/tt0058946/mediaviewer/rm4226016513/?ref_=tt_ov_i,https://www.imdb.com/video/vi1365680665?playlistId=tt0058946&ref_=tt_ov_vi,https://www.imdb.com/title/tt0058946/
Kal Ho Naa Ho,2003,Comedy,Not Rated,3,6,7.9,https://www.imdb.com/title/tt0347304/mediaviewer/rm3943096576/?ref_=tt_ov_i,https://www.imdb.com/video/vi999144217?playlistId=tt0347304&ref_=tt_ov_vi,https://www.imdb.com/title/tt0347304/
Sweet Smell of Success,1957,Drama,Approved,1,36,8.0,https://www.imdb.com/title/tt0051036/mediaviewer/rm2337017344/?ref_=tt_ov_i,https://www.imdb.com/video/vi2405237785?playlistId=tt0051036&ref_=tt_ov_vi,https://www.imdb.com/title/tt0051036/
Lagaan: Once Upon a Time in India,2001,Drama,PG,3,44,8.1,https://www.imdb.com/title/tt0169102/mediaviewer/rm3665955072/?ref_=tt_ov_i,https://www.imdb.com/video/vi1486160153?playlistId=tt0169102&ref_=tt_ov_vi,https://www.imdb.com/title/tt0169102/
Jûbê ninpûchô,1993,Animation,Not Rated,1,34,7.8,https://www.imdb.com/title/tt0107692/mediaviewer/rm2889614848/?ref_=tt_ov_i,https://www.imdb.com/video/vi2693972761?playlistId=tt0107692&ref_=tt_ov_vi,https://www.imdb.com/title/tt0107692/
Persepolis,2007,Animation,PG-13,1,36,8.0,https://www.imdb.com/title/tt0808417/mediaviewer/rm3487646208/?ref_=tt_ov_i,https://www.imdb.com/video/vi280101145?playlistId=tt0808417&ref_=tt_ov_vi,https://www.imdb.com/title/tt0808417/
Ôkami kodomo no Ame to Yuki,2012,Animation,PG,1,57,8.1,https://www.imdb.com/title/tt2140203/mediaviewer/rm100562944/?ref_=tt_ov_i,https://www.imdb.com/video/vi2357438489?playlistId=tt2140203&ref_=tt_ov_vi,https://www.imdb.com/title/tt2140203/
Fitzcarraldo,1982,Adventure,PG,2,38,8.0,https://www.imdb.com/title/tt0083946/mediaviewer/rm3872134912/?ref_=tt_ov_i,https://www.imdb.com/title/tt0083946/,https://www.imdb.com/title/tt0083946/
Kis Uykusu,2014,Drama,Not Rated,3,16,8.1,https://www.imdb.com/title/tt2758880/mediaviewer/rm3546535425/?ref_=tt_ov_i,https://www.imdb.com/video/vi1772859161?playlistId=tt2758880&ref_=tt_ov_vi,https://www.imdb.com/title/tt2758880/
Sunrise: A Song of Two Humans,1927,Drama,Passed,1,34,8.1,https://www.imdb.com/title/tt0018455/mediaviewer/rm1631789312/?ref_=tt_ov_i,https://www.imdb.com/title/tt0018455/,https://www.imdb.com/title/tt0018455/
Article 15,2019,Crime,Not Rated,2,10,8.2,https://www.imdb.com/title/tt10324144/mediaviewer/rm3850017537/?ref_=tt_ov_i,https://www.imdb.com/video/vi2109914137?playlistId=tt10324144&ref_=tt_ov_vi,https://www.imdb.com/title/tt10324144/
The Caine Mutiny,1954,Drama,Not Rated,2,4,7.7,https://www.imdb.com/title/tt0046816/mediaviewer/rm4213228800/?ref_=tt_ov_i,https://www.imdb.com/video/vi972030233?playlistId=tt0046816&ref_=tt_ov_vi,https://www.imdb.com/title/tt0046816/
Bom yeoreum gaeul gyeoul geurigo bom,2003,Drama,R,1,43,8.0,https://www.imdb.com/title/tt0374546/mediaviewer/rm1920583937/?ref_=tt_ov_i,https://www.imdb.com/video/vi2458517785?playlistId=tt0374546&ref_=tt_ov_vi,https://www.imdb.com/title/tt0374546/
The Gold Rush,1925,Adventure,Passed,1,35,8.2,https://www.imdb.com/title/tt0015864/mediaviewer/rm3169271296/?ref_=tt_ov_i,https://www.imdb.com/video/vi70820889?playlistId=tt0015864&ref_=tt_ov_vi,https://www.imdb.com/title/tt0015864/
La strada,1954,Drama,Not Rated,1,48,8.0,https://www.imdb.com/title/tt0047528/mediaviewer/rm614936576/?ref_=tt_ov_i,https://www.imdb.com/video/vi3223173145?playlistId=tt0047528&ref_=tt_ov_vi,https://www.imdb.com/title/tt0047528/
Dare mo shiranai,2004,Drama,PG-13,2,21,8.0,https://www.imdb.com/title/tt0408664/mediaviewer/rm4108044033/?ref_=tt_ov_i,https://www.imdb.com/video/vi43909401?playlistId=tt0408664&ref_=tt_ov_vi,https://www.imdb.com/title/tt0408664/
Tôkyô goddofâzâzu,2003,Animation,PG-13,1,30,7.8,https://www.imdb.com/title/tt0388473/mediaviewer/rm3662555648/?ref_=tt_ov_i,https://www.imdb.com/video/vi867483161?playlistId=tt0388473&ref_=tt_ov_vi,https://www.imdb.com/title/tt0388473/
Miracle on 34th Street,1947,Comedy,Not Rated,1,36,7.9,https://www.imdb.com/title/tt0039628/mediaviewer/rm3132168704/?ref_=tt_ov_i,https://www.imdb.com/video/vi3281387801?playlistId=tt0039628&ref_=tt_ov_vi,https://www.imdb.com/title/tt0039628/
Il postino,1994,Biography,PG,1,48,7.7,https://www.imdb.com/title/tt0110877/mediaviewer/rm3499322624/?ref_=tt_ov_i,https://www.imdb.com/video/vi1995415065?playlistId=tt0110877&ref_=tt_ov_vi,https://www.imdb.com/title/tt0110877/
Asuran,2019,Action,Not Rated,2,21,8.5,https://www.imdb.com/title/tt9477520/mediaviewer/rm1119847169/?ref_=tt_ov_i,https://www.imdb.com/video/vi799457049?playlistId=tt9477520&ref_=tt_ov_vi,https://www.imdb.com/title/tt9477520/
Il conformista,1970,Drama,R,1,53,7.9,https://www.imdb.com/title/tt0065571/mediaviewer/rm424337665/?ref_=tt_ov_i,https://www.imdb.com/video/vi3621042713?playlistId=tt0065571&ref_=tt_ov_vi,https://www.imdb.com/title/tt0065571/
Uri: The Surgical Strike,2019,Action,Not Rated,2,18,8.2,https://www.imdb.com/title/tt8291224/mediaviewer/rm3138286848/?ref_=tt_ov_i,https://www.imdb.com/video/vi3240999449?playlistId=tt8291224&ref_=tt_ov_vi,https://www.imdb.com/title/tt8291224/
Das Experiment,2001,Drama,R,2,,7.7,https://www.imdb.com/title/tt0250258/mediaviewer/rm3036944384/?ref_=tt_ov_i,https://www.imdb.com/video/vi4070572313?playlistId=tt0250258&ref_=tt_ov_vi,https://www.imdb.com/title/tt0250258/
